id,type,rank,dailyPriority,term,chinese,partOfSpeech,theme,ipa,syllables,exampleEnglish,exampleChinese,sourceTitle,sourceDoi,sourceType,sourceSlides,documentFrequency,corpusFrequency
PPT-W050,word,50,0,echocardiography,超声心动图,noun,methods,/ˌekəʊˌkɑːdiˈɒɡrəfi/,echo·car·di·o·graphy,Echocardiography was performed at week five.,第5周进行了超声心动图检查。,Research Progress and Proposed Oxford Visit,,presentation,6-7,0,0
PPT-W051,word,51,0,treadmill,跑台,noun,methods,/ˈtredmɪl/,tread·mill,The treadmill test measures exercise capacity.,跑台实验用于测量运动能力。,Research Progress and Proposed Oxford Visit,,presentation,7,0,0
PPT-W052,word,52,0,instillation,滴注,noun,methods,/ˌɪnstɪˈleɪʃən/,in·stilla·tion,Bleomycin was given by intratracheal instillation.,博来霉素通过气管内滴注给药。,Research Progress and Proposed Oxford Visit,,presentation,17,0,0
PPT-W053,word,53,0,co-staining,共染色,noun,methods,/ˌkəʊ ˈsteɪnɪŋ/,co-s·tain·ing,Early co-staining will identify the active cell type.,早期共染色将识别活跃的细胞类型。,Research Progress and Proposed Oxford Visit,,presentation,16,0,0
PPT-W054,word,54,0,paraffin,石蜡,noun,methods,/ˈpærəfɪn/,par·affin,More paraffin samples will be added.,后续将增加更多石蜡样本。,Research Progress and Proposed Oxford Visit,,presentation,18,0,0
PPT-W055,word,55,0,frozen,冻存的,adjective,methods,/ˈfrəʊzən/,frozen,The frozen mouse tissues are ready for analysis.,冻存小鼠组织已准备好进行分析。,Research Progress and Proposed Oxford Visit,,presentation,18,0,0
PPT-W056,word,56,0,cohort,队列,noun,clinical,/ˈkəʊhɔːt/,co·hort,The human cohort is still being expanded.,人类样本队列仍在扩充。,Research Progress and Proposed Oxford Visit,,presentation,18,0,0
PPT-W057,word,57,0,visit,访学,noun,communication,/ˈvɪzɪt/,vis·it,The visit should focus on one clear question.,访学应聚焦于一个明确问题。,Research Progress and Proposed Oxford Visit,,presentation,"1,20-24",0,0
PPT-W058,word,58,0,invitation,邀请函,noun,communication,/ˌɪnvɪˈteɪʃən/,in·vit·a·tion,The department may issue the official invitation.,院系可以出具正式邀请函。,Research Progress and Proposed Oxford Visit,,presentation,22-24,0,0
PPT-W059,word,59,0,confirmation,证明,noun,communication,/ˌkɒnfəˈmeɪʃən/,con·firm·a·tion,I also need written language confirmation.,我还需要书面的语言能力证明。,Research Progress and Proposed Oxford Visit,,presentation,22-23,0,0
PPT-W060,word,60,0,supervisor,导师,noun,communication,/ˈsuːpəvaɪzə/,su·per·visor,The invitation should name the Oxford supervisor.,邀请函应注明牛津导师。,Research Progress and Proposed Oxford Visit,,presentation,22-23,0,0
PPT-W061,word,61,0,duration,期限,noun,communication,/djʊˈreɪʃən/,dur·a·tion,The visit duration will be three to six months.,访学期限为三至六个月。,Research Progress and Proposed Oxford Visit,,presentation,"20,22-24",0,0
PPT-W062,word,62,0,department,院系,noun,communication,/dɪˈpɑːtmənt/,de·part·ment,The relevant department will follow the Oxford process.,相关院系将遵循牛津的流程。,Research Progress and Proposed Oxford Visit,,presentation,22-23,0,0
PPT-W063,word,63,0,requirement,要求,noun,communication,/rɪˈkwaɪəmənt/,re·quire·ment,The letter should confirm the host unit's language requirement.,信函应确认外方单位的语言要求。,Research Progress and Proposed Oxford Visit,,presentation,22-23,0,0
PPT-W064,word,64,0,sufficient,足够的,adjective,communication,/səˈfɪʃənt/,suf·fi·cient,My English should be sufficient for the research visit.,我的英语应足以完成此次科研访学。,Research Progress and Proposed Oxford Visit,,presentation,22-23,0,0
PPT-W065,word,65,0,focused,聚焦的,adjective,communication,/ˈfəʊkəst/,fo·cused,We aim to develop a focused project.,我们的目标是制定一个聚焦的项目。,Research Progress and Proposed Oxford Visit,,presentation,20-21,0,0
PPT-W066,word,66,0,answerable,可回答的,adjective,communication,/ˈɑːnsərəbəl/,an·swer·able,The visit needs one answerable research question.,访学需要一个可回答的科研问题。,Research Progress and Proposed Oxford Visit,,presentation,20,0,0
PPT-W067,word,67,0,contribution,贡献,noun,communication,/ˌkɒntrɪˈbjuːʃən/,con·tri·bu·tion,My contribution includes proteomics and data analysis.,我的贡献包括蛋白质组学和数据分析。,Research Progress and Proposed Oxford Visit,,presentation,21,0,0
PPT-W068,word,68,0,readiness,准备程度,noun,communication,/ˈredinəs/,read·i·ness,Sample readiness is important for project selection.,样本准备程度对项目选择很重要。,Research Progress and Proposed Oxford Visit,,presentation,"18,20",0,0
PPT-W069,word,69,0,manuscript,论文稿件,noun,communication,/ˈmænjʊskrɪpt/,ma·nu·script,The project should lead to a clear manuscript plan.,该项目应形成清晰的论文计划。,Research Progress and Proposed Oxford Visit,,presentation,21,0,0
PPT-W070,word,70,0,output,产出,noun,communication,/ˈaʊtpʊt/,out·put,We need a realistic output for a short visit.,短期访学需要现实可行的产出。,Research Progress and Proposed Oxford Visit,,presentation,20-21,0,0
